,address_raw,address_clean,latitude,longitude,working_hours,geocoding_quality
111,2-Я Краснофлотская ул.  19,"Красноярск, 2-я Краснофлотская улица, 19",56.0289891,93.0169386,9:00-20:00,"19, 2-я Краснофлотская улица, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
112,ул. Попова  д. 8,"Красноярск, улица Попова, 8",56.0406488,92.7647829,9:00-20:00,"8, улица Попова, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
113,ул. Воронова  15,"Красноярск, улица Воронова, 15",56.0581394,92.9546872,9:00-20:00,"15, улица Воронова, Зелёная роща, 9-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660112, Россия"
114,ул. 40 Лет Победы  2,"Красноярск, улица 40 Лет Победы, 2",56.1146113,92.937901,9:00-20:00,"2 с1, улица 40 лет Победы, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660119, Россия"
115,Молодёжный Проспект  1,"Красноярск, Молодёжный Проспект, 1",56.1214708,92.9308073,9:00-20:00,"1, Молодёжный проспект, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660119, Россия"
116,ул. Мирошниченко  22,"Красноярск, улица Мирошниченко, 22",56.0405397,92.7575636,9:00-20:00,"22, улица Мирошниченко, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660115, Россия"
117,Проспект 60 Лет Образования Ссср  30А,"Красноярск, Проспект 60 Лет Образования Ссср, 30А",56.1140516,92.9133912,9:00-20:00,"Школа 160 ""Флагман"", 30а, проспект 60 лет Образования СССР, 4-й микрорайон, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660132, Россия"
118,Судостроительная ул.  74,"Красноярск, Судостроительная улица, 74",55.9837511,92.8489524,9:00-20:00,"74, Судостроительная улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
119,ул. 26 Бакинских Комиссаров  5Г,"Красноярск, улица 26 Бакинских Комиссаров, 5Г",56.0312129,93.027667,10:00-21:00,"5Г, улица 26 Бакинских Комиссаров, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
120,ул. Ладо Кецховели  д. 56,"Красноярск, улица Ладо Кецховели, 56",56.0191854,92.8138577,9:00-20:00,"56, улица Ладо Кецховели, ЖК ""Кристалл"", Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
121,ул. Петра Подзолкова  3В,"Красноярск, улица Петра Подзолкова, 3В",56.0506728,92.8867223,9:00-20:00,"3В, улица Петра Подзолкова, Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660020, Россия"
122,Проспект Имени Газеты Красноярский Рабочий  175,"Красноярск, Проспект Имени Газеты Красноярский Рабочий, 175",55.9924147,92.8950977,9:00-20:00,"175, проспект имени газеты Красноярский Рабочий, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660093, Россия"
123,Караульная ул.  42,"Красноярск, Караульная улица, 42",56.041501,92.8689862,9:00-20:00,"42, Караульная улица, жилой район Покровский, Микрорайон ""Яблони"" (Покровский, 2-ой микрорайон), Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660048, Россия"
124,Проспект Им.Газеты Красноярский Рабочий  100,"Красноярск, Проспект Имени Газеты Красноярский Рабочий, 100",56.0059675,92.9436455,9:00-20:00,"100, проспект имени газеты Красноярский Рабочий, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
125,ул. 40 Лет Победы  9,"Красноярск, улица 40 Лет Победы, 9",56.1128409,92.9321498,9:00-20:00,"9, улица 40 лет Победы, микрорайон Солнечный, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660119, Россия"
126,Ключевская ул.  63,"Красноярск, Ключевская улица, 63",55.9754627,92.8090039,9:00-20:00,"63, Ключевская улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660006, Россия"
127,ул. Анатолия Гладкова  6,"Красноярск, улица Анатолия Гладкова, 6",55.9893275,92.880759,9:00-20:00,"6, улица Анатолия Гладкова, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
128,Спортивная ул.  190,"Красноярск, Спортивная улица, 190",55.9919519,93.0110359,9:00-20:00,"190, Спортивная улица, Черемушки, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
129,ул. Взлетная  д. 10,"Красноярск, улица Взлетная, 10",56.0342849,92.9145385,9:00-20:00,"10, Взлётная улица, Взлётка, 4-ый микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660135, Россия"
130,ул. Петра Подзолкова  3И,"Красноярск, улица Петра Подзолкова, 3И",56.0495802,92.8838508,9:00-20:00,"3И, улица Петра Подзолкова, Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660020, Россия"
131,Регатная ул.  4,"Красноярск, Регатная улица, 4",55.9991733,92.906394,9:00-20:00,"4, Регатная улица, Жилой район «Южный Берег», Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660064, Россия"
132,Северо-Енисейская ул.  50Д,"Красноярск, Северо-Енисейская улица, 50Д",56.0282928,92.8329748,9:00-20:00,"Северо-Енисейская улица, Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
133,ул. Петра Подзолкова  26,"Красноярск, улица Петра Подзолкова, 26",56.0586336,92.8931682,9:00-20:00,"26, улица Петра Подзолкова, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
134,ул. Дмитрия Мартынова  43,"Красноярск, улица Дмитрия Мартынова, 43",56.0367657,92.8657723,9:00-20:00,"43, улица Дмитрия Мартынова, жилой район Покровский, Микрорайон ""Яблони"" (Покровский, 2-ой микрорайон), Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660043, Россия"
135,Капитанская ул.  10,"Красноярск, Капитанская улица, 10",55.9979361,92.8965765,9:00-20:00,"10, Капитанская улица, Жилой район «Южный Берег», Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
136,Семафорная ул.  17Г,"Красноярск, Семафорная улица, 17Г",55.981388,92.8378847,9:00-20:00,"17Г, Семафорная улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
137,ул. Имени Героя Советского Союза Д.М. Карбышева  24Б,"Красноярск, улица Имени Героя Советского Союза Д.М. Карбышева, 24Б",56.0341046,92.7796287,9:00-20:00,"24Б, улица Карбышева, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
138,ул. 9 Мая  д. 40,"Красноярск, улица 9 Мая, 40",56.0598488,92.9144484,9:00-20:00,"40, улица 9 Мая, Северный, Северный, 2-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
139,ул. 40 Лет Победы  18,"Красноярск, улица 40 Лет Победы, 18",56.109675,92.9209818,10:00-21:00,"18, улица 40 лет Победы, 4-й микрорайон, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660132, Россия"
140,Медицинский Переулок  21,"Красноярск, Медицинский Переулок, 21",55.9737213,92.8447907,9:00-20:00,"21, Медицинский переулок, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
141,Комсомольский Проспект  22К1,"Красноярск, Комсомольский Проспект, 22К1",56.0677494,92.9248333,10:00-21:00,"22 к1, Комсомольский проспект, Северный, 3А микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
142,Малаховская ул.  2,"Красноярск, Малаховская улица, 2",56.0209599,92.9883191,9:00-20:00,"2, Малаховская улица, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
143,Дудинская ул.  2Д,"Красноярск, Дудинская улица, 2Д",56.0267599,92.898439,9:00-20:00,"2Д, Дудинская улица, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660020, Россия"
144,ул. Петра Ломако  2,"Красноярск, улица Петра Ломако, 2",56.0573234,92.896885,9:00-20:00,"2, улица Петра Ломако, Преображенский микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
145,Лесопарковая ул.  21,"Красноярск, Лесопарковая улица, 21",56.0191762,92.7622733,9:00-20:00,"21, Лесопарковая улица, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660062, Россия"
146,ул. Калинина  183А,"Красноярск, улица Калинина, 183А",56.0563064,92.7331397,9:00-20:00,"183А, улица Калинина, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
147,Проспект Имени Газеты Красноярский Рабочий  81,"Красноярск, Проспект Имени Газеты Красноярский Рабочий, 81",56.0044925,92.9406247,9:00-20:00,"81, проспект имени газеты Красноярский Рабочий, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660059, Россия"
148,ул. Елены Стасовой  40А,"Красноярск, улица Елены Стасовой, 40А",56.0229743,92.739786,9:00-20:00,"40А, улица Елены Стасовой, Чистый микрорайон, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
149,Ольховая ул.  14,"Красноярск, Ольховая улица, 14",56.1128889,92.8935199,9:00-20:00,"14, Ольховая улица, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
150,ул. Славы  6,"Красноярск, улица Славы, 6",56.1115063,92.922449,9:00-20:00,"12/6, улица Славы, 4-й микрорайон, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660119, Россия"
151,Судостроительная ул.  159,"Красноярск, Судостроительная улица, 159",55.9856909,92.8648503,9:00-20:00,"159, Судостроительная улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
152,ул. Ады Лебедевой  91,"Красноярск, улица Ады Лебедевой, 91",56.0151345,92.8573424,9:00-20:00,"91, улица Ады Лебедевой, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
153,ул. Карла Маркса  21,"Красноярск, улица Карла Маркса, 21",56.0110896,92.889436,9:00-20:00,"21, улица Карла Маркса, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660049, Россия"
154,ул. Чернышевского  д. 116,"Красноярск, улица Чернышевского, 116",56.0404801,92.8725089,9:00-20:00,"116, улица Чернышевского, жилой район Покровский, Покровский, 3-ий микрорайон, Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660043, Россия"
155,ул. 78-Й Добровольческой Бригады  2,"Красноярск, улица 78-Й Добровольческой Бригады, 2",56.0380017,92.9206106,9:00-20:00,"2, улица 78-й Добровольческой Бригады, Взлётка, микрорайон АЦ, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
156,ул. Кутузова  73,"Красноярск, улица Кутузова, 73",55.9869332,92.9516453,9:00-20:00,"73, улица Кутузова, Первомайский, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
157,Ярыгинская Набережная  17,"Красноярск, Ярыгинская Набережная, 17",55.9888319,92.8588792,9:00-20:00,"17, Ярыгинская набережная, ЖК «Белые росы», Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
158,Ярыгинская Набережная  9,"Красноярск, Ярыгинская Набережная, 9",55.9879854,92.8662397,9:00-20:00,"9, Ярыгинская набережная, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
159,Затонская ул.  5,"Красноярск, Затонская улица, 5",55.998539,92.9230068,9:00-20:00,"5, Затонская улица, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660025, Россия"
160,Проспект Машиностроителей  35,"Красноярск, Проспект Машиностроителей, 35",55.9813363,93.0080541,9:00-20:00,"35, проспект Машиностроителей, Верхние Черемушки, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660046, Россия"
161,Россия   Красноярский   Красноярск  Россия  Красноярск  Вербная улица  6,"Красноярск,        Вербная улица, 6",56.0160949,92.7775865,9:00-20:00,"6, Вербная улица, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660041, Россия"
162,ул. 60 Лет Октября  30,"Красноярск, улица 60 Лет Октября, 30",55.9758374,92.8475099,9:00-20:00,"30, улица 60 лет Октября, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
163,ул. Партизана Железняка  61,"Красноярск, улица Партизана Железняка, 61",56.0404709,92.9416044,9:00-20:00,"61, улица Партизана Железняка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660133, Россия"
164,Живописная ул.  1К12,"Красноярск, Живописная улица, 1К12",55.9804313,92.6994486,9:00-20:00,"Хозтовары Хозяин, 1 к12, Живописная улица, Сосны, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660011, Россия"
165,Соколовская ул.  72А,"Красноярск, Соколовская улица, 72А",56.1104949,92.907503,9:00-20:00,"72А, Соколовская улица, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
166,ул. Мужества  24,"Красноярск, улица Мужества, 24",56.0337267,92.8740968,9:00-20:00,"24, улица Мужества, Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660043, Россия"
167,ул. Михаила Годенко  3,"Красноярск, улица Михаила Годенко, 3",56.0155015,92.7983335,9:00-20:00,"3, улица Михаила Годенко, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660100, Россия"
168,ул. 78-Й Добровольческой Бригады  5,"Красноярск, улица 78-Й Добровольческой Бригады, 5",56.0403206,92.9131339,9:00-20:00,"5, улица 78-й Добровольческой Бригады, Взлётка, 3-ий микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
169,ул. Березина  156А,"Красноярск, улица Березина, 156А",56.0300806,92.8597221,9:00-20:00,"156А, улица Березина, Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
170,ул. Академика Вавилова  43,"Красноярск, улица Академика Вавилова, 43",56.0001111,92.9416851,9:00-20:00,"43, улица Академика Вавилова, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660025, Россия"
171,Проспект Имени Газеты Красноярский Рабочий  47,"Красноярск, Проспект Имени Газеты Красноярский Рабочий, 47",56.0099944,92.9634966,9:00-20:00,"47, проспект имени газеты Красноярский Рабочий, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
172,ул. Молокова  28,"Красноярск, улица Молокова, 28",56.0446879,92.9087377,9:00-20:00,"28, улица Молокова, Взлётка, микрорайон ВЦ, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
173,ул. Алексеева  27,"Красноярск, улица Алексеева, 27",56.0513853,92.9146259,9:00-20:00,"27, улица Алексеева, Иннокентьевский, Иннокентьевский, 6-й микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660118, Россия"
174,ул. Лесников  25А,"Красноярск, улица Лесников, 25А",55.9814438,92.8033146,9:00-20:00,"25А, улица Лесников, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660006, Россия"
175,ул. Шевченко  34,"Красноярск, улица Шевченко, 34",55.9967169,93.0317427,9:00-20:00,"34, улица Шевченко, Черемушки, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660092, Россия"
176,Судостроительная ул.  125,"Красноярск, Судостроительная улица, 125",55.9882203,92.8494673,9:00-20:00,"125, Судостроительная улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
177,Якорный Переулок  17А,"Красноярск, Якорный Переулок, 17А",55.9975651,92.9328923,9:00-20:00,"17А, Якорный переулок, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660025, Россия"
178,Проспект Имени Газеты Красноярский Рабочий  118/3,"Красноярск, Проспект Имени Газеты Красноярский Рабочий, 118/3",56.0122192,92.9706961,9:00-20:00,"проспект имени газеты Красноярский Рабочий, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
179,Крайняя ул.  2А,"Красноярск, Крайняя улица, 2А",56.0161645,92.9597854,9:00-20:00,"2А, Крайняя улица, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
180,Проспект 60 Лет Образования Ссср  д. 19,"Красноярск, Проспект 60 Лет Образования Ссср, 19",56.1129229,92.9192281,9:00-20:00,"19, проспект 60 лет Образования СССР, 4-й микрорайон, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660132, Россия"
181,Норильская ул.  20,"Красноярск, Норильская улица, 20",56.0593852,92.7126376,9:00-20:00,"20, Норильская улица, Мясокомбинат, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
182,Караульная ул.  43/2,"Красноярск, Караульная улица, 43/2",56.0418608,92.8643377,9:00-20:00,"Караульная улица, жилой район Покровский, Микрорайон ""Яблони"" (Покровский, 2-ой микрорайон), Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660048, Россия"
183,ул. Партизана Железняка  34,"Красноярск, улица Партизана Железняка, 34",56.0326578,92.9202885,9:00-20:00,"34, улица Партизана Железняка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
184,ул. Мате Залки  24,"Красноярск, улица Мате Залки, 24",56.0588264,92.9358283,9:00-20:00,"24, улица Мате Залки, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
185,ул. 60 Лет Октября  40А,"Красноярск, улица 60 Лет Октября, 40А",55.9755447,92.8517222,9:00-20:00,"40А, улица 60 лет Октября, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
186,Песочная ул.  2А,"Красноярск, Песочная улица, 2А",56.026376,93.0171225,9:00-20:00,"2А, Песочная улица, Каменный квартал, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660004, Россия"
187,ул. Кутузова  54,"Красноярск, улица Кутузова, 54",55.9884833,92.9540313,9:00-20:00,"54, улица Кутузова, Первомайский, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
188,Судостроительная ул.  31Е,"Красноярск, Судостроительная улица, 31Е",55.9849082,92.8298067,9:00-20:00,"31Е, Судостроительная улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
189,ул. Мате Залки  9,"Красноярск, улица Мате Залки, 9",56.0640326,92.944532,9:00-20:00,"9, улица Мате Залки, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
190,ул. Ладо Кецховели  66,"Красноярск, улица Ладо Кецховели, 66",56.0220183,92.8135304,9:00-20:00,"66, улица Ладо Кецховели, ЖК ""Кристалл"", Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
191,ул. Борисова  30,"Красноярск, улица Борисова, 30",55.9921101,92.7951972,9:00-20:00,"30, улица Борисова, Студгородок, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660074, Россия"
192,ул. Устиновича  5,"Красноярск, улица Устиновича, 5",56.0512591,92.9680064,9:00-20:00,"5, улица Устиновича, Зелёная роща, 3-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660073, Россия"
193,ул. Авиаторов  4Г,"Красноярск, улица Авиаторов, 4Г",56.0416462,92.9325255,9:00-20:00,"4Г, улица Авиаторов, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
194,ул. Александра Матросова  7,"Красноярск, улица Александра Матросова, 7",55.9878773,92.8878767,9:00-20:00,"7, улица Александра Матросова, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
195,ул. Белинского  3,"Красноярск, улица Белинского, 3",56.0197538,92.8972945,10:00-19:00,"3, улица Белинского, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660032, Россия"
196,ул. 78-Й Добровольческой Бригады  7,"Красноярск, улица 78-Й Добровольческой Бригады, 7",56.0410833,92.9101913,9:00-20:00,"7, улица 78-й Добровольческой Бригады, Взлётка, 3-ий микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
197,Свердловская ул.  6К,"Красноярск, Свердловская улица, 6К",55.9779916,92.8045694,9:00-20:00,"6К, Свердловская улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660006, Россия"
198,Светлогорский Переулок  2,"Красноярск, Светлогорский Переулок, 2",56.0615594,92.906644,9:00-20:00,"2, Светлогорский переулок, Северный, 1-ый микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660125, Россия"
199,ул. Калинина  177А,"Красноярск, улица Калинина, 177А",56.0549618,92.7356271,9:00-20:00,"177А, улица Калинина, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
200,ул. 8 Марта  18,"Красноярск, улица 8 Марта, 18",56.0266944,92.8188205,9:00-20:00,"18, улица 8 Марта, Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
201,ул. Чернышёва  4,"Красноярск, улица Чернышёва, 4",56.0291792,92.7435856,9:00-20:00,"4, улица Чернышёва, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
202,Транзитная ул.  22,"Красноярск, Транзитная улица, 22",55.9975871,92.9532585,9:00-20:00,"22, Транзитная улица, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
203,ул. Академика Вавилова  57С8/1,"Красноярск, улица Академика Вавилова, 57С8/1",56.0035808,92.9547159,9:00-20:00,"57 с8/1, улица Академика Вавилова, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
204,ул. Партизана Железняка  48Д,"Красноярск, улица Партизана Железняка, 48Д",56.0406751,92.9346641,9:00-20:00,"48Д, улица Партизана Железняка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660133, Россия"
205,ул. Марковского  55,"Красноярск, улица Марковского, 55",56.014797,92.8696034,9:00-20:00,"55, улица Марковского, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
206,ул. 9 Мая  20А,"Красноярск, улица 9 Мая, 20А",56.0644356,92.92342,9:00-20:00,"20А, улица 9 Мая, Северный, 3-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
207,ул. Карамзина  20,"Красноярск, улица Карамзина, 20",55.9888357,92.8532377,9:00-20:00,"20, улица Карамзина, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
208,Краснодарская ул.  35,"Красноярск, Краснодарская улица, 35",56.0568209,92.9430516,9:00-20:00,"35, Краснодарская улица, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
209,Аэровокзальная ул.  8,"Красноярск, Аэровокзальная улица, 8",56.0292572,92.9070737,10:00-21:00,"8, Аэровокзальная улица, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660022, Россия"
210,ул. Академика Киренского  24А,"Красноярск, улица Академика Киренского, 24А",55.9933573,92.7988955,9:00-20:00,"24А, улица Академика Киренского, Студгородок, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660074, Россия"
211,Взлётная ул.  7Л,"Красноярск, Взлётная улица, 7Л",56.0318107,92.9111298,9:00-20:00,"7Л, Взлётная улица, Взлётка, 4-ый микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660135, Россия"
212,Затонская ул.  2,"Красноярск, Затонская улица, 2",55.9992454,92.9216613,9:00-20:00,"2, Затонская улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660010, Россия"
213,Дачная ул.  35,"Красноярск, Дачная улица, 35",55.995114,92.8014158,9:00-20:00,"35, Дачная улица, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
214,Проспект Имени Газеты Красноярский Рабочий  90А,"Красноярск, Проспект Имени Газеты Красноярский Рабочий, 90А",56.0076629,92.9486904,9:00-20:00,"90А, проспект имени газеты Красноярский Рабочий, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
215,ул. Воронова  37А,"Красноярск, улица Воронова, 37А",56.0552621,92.9462842,9:00-20:00,"37А, улица Воронова, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660112, Россия"
216,Взлётная ул.  24,"Красноярск, Взлётная улица, 24",56.0345736,92.9052729,9:00-20:00,"24, Взлётная улица, Взлётка, 7-ой микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
217,ул. Академика Павлова  51,"Красноярск, улица Академика Павлова, 51",55.9933539,92.9451998,9:00-20:00,"51, улица Академика Павлова, Первомайский, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660094, Россия"
218,Взлётная ул.  28,"Красноярск, Взлётная улица, 28",56.0349042,92.9012271,9:00-20:00,"28, Взлётная улица, Взлётка, 7-ой микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
