,address_raw,address_clean,latitude,longitude,working_hours,geocoding_quality
0,Россия   Красноярский   Красноярск  Карла Маркса  139,"Красноярск,      Карла Маркса, 139",56.0095853,92.8595552,9:00-20:00,"139, улица Карла Маркса, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
1,ул. Петра Ломако  14,"Красноярск, улица Петра Ломако, 14",56.0526445,92.8913473,9:00-20:00,"14, улица Петра Ломако, Преображенский микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
2,Проспект Им.Газеты Красноярский Рабочий  119А,"Красноярск, Проспект Имени Газеты Красноярский Рабочий, 119А",55.9980992,92.9177103,9:00-20:00,"119А, проспект имени газеты Красноярский Рабочий, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660010, Россия"
3,ул. Алексеева  115,"Красноярск, улица Алексеева, 115",56.0407984,92.8944861,9:00-20:00,"115, улица Алексеева, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
4,ул. Академгородок  74,"Красноярск, улица Академгородок, 74",55.987347,92.781677,9:00-20:00,"74, улица Академгородок, район Академгородок, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
5,ул. Весны  6,"Красноярск, улица Весны, 6",56.036593,92.9105668,9:00-20:00,"6, улица Весны, Взлётка, 4-ый микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
6,ул. Авиаторов  33,"Красноярск, улица Авиаторов, 33",56.0437007,92.9172245,9:00-20:00,"33, улица Авиаторов, Взлётка, микрорайон БЦ, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660077, Россия"
7,Светлогорская ул.  11А,"Красноярск, Светлогорская улица, 11А",56.0691398,92.9265672,9:00-20:00,"11А, Светлогорская улица, Северный, 3А микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
8,ул. Дубровинского  106,"Красноярск, улица Дубровинского, 106",56.0071501,92.8619696,9:00-20:00,"106, улица Дубровинского, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
9,ул. Мичурина  39,"Красноярск, улица Мичурина, 39",55.9988801,92.9682684,9:00-20:00,"39, улица Мичурина, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660003, Россия"
10,ул. Шумяцкого  4,"Красноярск, улица Шумяцкого, 4",56.0673713,92.9375386,9:00-20:00,"4, улица Шумяцкого, Северный, 5-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
11,Ярыгинская Набережная  5,"Красноярск, Ярыгинская Набережная, 5",55.9880486,92.8680511,9:00-20:00,"5, Ярыгинская набережная, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
12,ул. Академгородок  12А/1,"Красноярск, улица Академгородок, 12А/1",55.985685,92.75205,9:00-20:00,"12, улица Академгородок, район Академгородок, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
13,ул. Петра Словцова  5,"Красноярск, улица Петра Словцова, 5",56.0252473,92.752325,9:00-20:00,"5, улица Петра Словцова, Ветлужанка, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660130, Россия"
14,ул. Карла Маркса  129,"Красноярск, улица Карла Маркса, 129",56.0098791,92.865491,9:00-20:00,"129, улица Карла Маркса, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660049, Россия"
15,Проспект Им. Газеты Красноярский Рабочий  26,"Красноярск, Проспект Имени  Газеты Красноярский Рабочий, 26",56.021868,93.0082335,9:00-20:00,"Ozon, 26, проспект имени газеты Красноярский Рабочий, Каменный квартал, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660004, Россия"
16,ул. Микуцкого  3,"Красноярск, улица Микуцкого, 3",56.1116878,92.9253497,9:00-20:00,"3, улица Микуцкого, микрорайон Солнечный, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660119, Россия"
17,ул. Ястынская  д. 19Д,"Красноярск, улица Ястынская, 19Д",56.0640723,92.9479786,9:00-20:00,"Лента, 19Д, Ястынская улица, Зелёная роща, 10-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660131, Россия"
18,Парусная ул.  8,"Красноярск, Парусная улица, 8",55.9989151,92.9017018,9:00-20:00,"8, Парусная улица, Жилой район «Южный Берег», Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
19,ул. Тельмана  27А,"Красноярск, улица Тельмана, 27А",56.0506845,92.9730662,9:00-20:00,"27А, улица Тельмана, Зеленая роща, 6-ой Микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660111, Россия"
20,2-Я Краснофлотская ул.  9Г,"Красноярск, 2-я Краснофлотская улица, 9Г",56.0267131,93.0105582,9:00-20:00,"9Г, 2-я Краснофлотская улица, Каменный квартал, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
21,ул. Шевченко  44,"Красноярск, улица Шевченко, 44",55.9989533,93.0328065,9:00-20:00,"44, улица Шевченко, Черемушки, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660092, Россия"
22,ул. 60 Лет Октября  84,"Красноярск, улица 60 Лет Октября, 84",55.978266,92.8629893,9:00-20:00,"84, улица 60 лет Октября, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
23,Россия   Красноярский   Красноярск  Калинина  15,"Красноярск,      Калинина, 15",56.0336318,92.82305,9:00-20:00,"15, улица Калинина, Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
24,Светлогорский Переулок  12,"Красноярск, Светлогорский Переулок, 12",56.0593978,92.9021701,9:00-20:00,"12, Светлогорский переулок, Северный, 1-ый микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660125, Россия"
25,2-Я Хабаровская ул.  1Г,"Красноярск, 2-я Хабаровская улица, 1Г",56.0217836,92.7856065,9:00-20:00,"1Г, 2-я Хабаровская улица, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660041, Россия"
26,ул. Урванцева  12,"Красноярск, улица Урванцева, 12",56.060389,92.9249799,9:00-20:00,"12, улица Урванцева, Северный, 6-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
27,Полтавская ул.  38/13,"Красноярск, Полтавская улица, 38/13",55.985235,92.8702081,9:00-20:00,"38/13, Полтавская улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
28,Судостроительная ул.  27А,"Красноярск, Судостроительная улица, 27А",55.9822551,92.8286142,9:00-20:00,"27А, Судостроительная улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
29,ул. Академика Павлова  74,"Красноярск, улица Академика Павлова, 74",55.9928933,92.9361625,9:00-20:00,"74, улица Академика Павлова, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
30,ул. Карамзина  23,"Красноярск, улица Карамзина, 23",55.9873325,92.8549165,9:00-20:00,"23, улица Карамзина, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
31,ул. Елены Стасовой  1,"Красноярск, улица Елены Стасовой, 1",56.0286371,92.7368514,9:00-20:00,"48/1, улица Елены Стасовой, Чистый микрорайон, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
32,ул. Алексеева  д. 109,"Красноярск, улица Алексеева, 109",56.043267,92.8988308,9:00-20:00,"109, улица Алексеева, Взлётка, 2-ой микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
33,ул. Апрельская  д. 1,"Красноярск, улица Апрельская, 1",55.9912391,92.987958,9:00-20:00,"1, Апрельская улица, Суворовский, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660050, Россия"
34,Парашютная ул.  19А,"Красноярск, Парашютная улица, 19А",55.9782509,92.8772692,9:00-20:00,"19А, Парашютная улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
35,ул. Шевченко  5,"Красноярск, улица Шевченко, 5",55.9948576,93.0249794,9:00-20:00,"5, улица Шевченко, Черемушки, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660092, Россия"
36,Проспект 60 Лет Образования Ссср  50Г,"Красноярск, Проспект 60 Лет Образования Ссср, 50Г",56.1093686,92.9106658,9:00-20:00,"50Г, проспект 60 лет Образования СССР, 4-й микрорайон, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
37,ул. Быковского  9А,"Красноярск, улица Быковского, 9А",56.0579738,92.9722963,9:00-20:00,"9А, улица Быковского, Зелёная роща, 2-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660055, Россия"
38,ул. Партизана Железняка  9А,"Красноярск, улица Партизана Железняка, 9А",56.0307707,92.9189234,9:00-20:00,"9А, улица Партизана Железняка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
39,Южная Набережная  10,"Красноярск, Южная Набережная, 10",56.0016086,92.9071595,9:00-20:00,"10, Южная набережная, Жилой район «Южный Берег», Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660064, Россия"
40,Ключевская ул.  93,"Красноярск, Ключевская улица, 93",55.9744583,92.8029598,9:00-20:00,"93, Ключевская улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660006, Россия"
41,ул. Березина  82Д,"Красноярск, улица Березина, 82Д",56.0323302,92.8831803,9:00-20:00,"82Д, улица Березина, Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660020, Россия"
42,ул. Ленина  148,"Красноярск, улица Ленина, 148",56.0121792,92.8419065,9:00-20:00,"148, улица Ленина, Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
43,ул. Вильского  д. 24,"Красноярск, улица Вильского, 24",56.0223294,92.7584863,9:00-20:00,"24, улица Вильского, Ветлужанка, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660130, Россия"
44,ул. Мужества  10Б,"Красноярск, улица Мужества, 10Б",56.0361475,92.8837831,9:00-20:00,"10Б, улица Мужества, Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660020, Россия"
45,ул. Яковлева  59,"Красноярск, улица Яковлева, 59",56.027118,92.823867,9:00-20:00,"59, улица Яковлева, Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660018, Россия"
46,ул. Мате Залки  6С2,"Красноярск, улица Мате Залки, 6С2",56.0644206,92.9401954,9:00-20:00,"улица Мате Залки, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
47,Ярыгинская Набережная  13,"Красноярск, Ярыгинская Набережная, 13",55.9885705,92.8626788,9:00-20:00,"13, Ярыгинская набережная, ЖК «Белые росы», Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
48,ул. Тельмана  1А,"Красноярск, улица Тельмана, 1А",56.0615241,92.9772069,9:00-20:00,"1А, улица Тельмана, Зелёная роща, 2-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660055, Россия"
49,ул. 26 Бакинских Комиссаров  26,"Красноярск, улица 26 Бакинских Комиссаров, 26",56.0303348,93.0212532,9:00-20:00,"26, улица 26 Бакинских Комиссаров, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
50,Ястынская ул.  8,"Красноярск, Ястынская улица, 8",56.0737315,92.9630166,9:00-20:00,"47Б/8, Ястынская улица, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660131, Россия"
51,ул. Урванцева  34,"Красноярск, улица Урванцева, 34",56.0656775,92.9158689,9:00-20:00,"34, улица Урванцева, Северный, 3-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
52,Парашютная ул.  76Г,"Красноярск, Парашютная улица, 76Г",55.9752791,92.8703081,9:00-20:00,"76Г, Парашютная улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
53,ул. Щорса  1,"Красноярск, улица Щорса, 1",55.9947382,92.9712685,9:00-20:00,"1, улица Щорса, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
54,Ольховая ул.  4,"Красноярск, Ольховая улица, 4",56.1102844,92.8975603,9:00-20:00,"4, Ольховая улица, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660132, Россия"
55,Северное Шоссе  48,"Красноярск, Северное Шоссе, 48",56.0645263,92.8833591,9:00-20:00,"48, Северное шоссе, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660118, Россия"
56,Ботанический Бульвар  23/1,"Красноярск, Ботанический Бульвар, 23/1",56.0408168,92.7483405,9:00-19:00,"23/1, Ботанический бульвар, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660030, Россия"
57,ул. Корнеева  35,"Красноярск, улица Корнеева, 35",56.0101784,92.8084203,9:00-20:00,"35, улица Корнеева, Николаевка, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
58,ул. Елены Стасовой  38Г,"Красноярск, улица Елены Стасовой, 38Г",56.0207744,92.7339751,9:00-20:00,"улица Елены Стасовой, Чистый микрорайон, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
59,ул. Ломоносова  11,"Красноярск, улица Ломоносова, 11",56.004704,92.8452656,9:00-20:00,"11, улица Ломоносова, Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
60,ул. Авиаторов  43,"Красноярск, улица Авиаторов, 43",56.0557176,92.9002853,9:00-20:00,"43, улица Авиаторов, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
61,ул. Шевченко  70А,"Красноярск, улица Шевченко, 70А",55.9994803,93.0421351,9:00-20:00,"70А, улица Шевченко, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660092, Россия"
62,ул. Молокова  10,"Красноярск, улица Молокова, 10",56.0509033,92.9197431,9:00-20:00,"10, улица Молокова, Иннокентьевский, Иннокентьевский, 6-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
63,Октябрьская ул.  10Б,"Красноярск, Октябрьская улица, 10Б",56.0371442,92.9216244,9:00-20:00,"10Б, Октябрьская улица, Взлётка, микрорайон АЦ, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
64,Волгоградская ул.  10,"Красноярск, Волгоградская улица, 10",56.0050583,92.9638154,9:00-20:00,"10, Волгоградская улица, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660037, Россия"
65,ул. Курчатова  д. 17Г,"Красноярск, улица Курчатова, 17Г",56.0181858,92.7716194,9:00-20:00,"17Г, улица Курчатова, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
66,Судостроительная ул.  27Г,"Красноярск, Судостроительная улица, 27Г",55.9836605,92.8264886,9:00-20:00,"27Г, Судостроительная улица, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660012, Россия"
67,ул. Щорса  75,"Красноярск, улица Щорса, 75",55.9869637,92.9414946,9:00-20:00,"75, улица Щорса, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
68,Проспект Имени Газеты Красноярский Рабочий  199 Корпус 1,"Красноярск, Проспект Имени Газеты Красноярский Рабочий 199, 1",56.0155682,92.9831006,10:00-19:00,"ДК «1 Мая», проспект имени газеты Красноярский Рабочий, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
69,ул. Дубровинского  62,"Красноярск, улица Дубровинского, 62",56.0085858,92.8827568,9:00-20:00,"62, улица Дубровинского, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660049, Россия"
70,ул. Академика Киренского  43,"Красноярск, улица Академика Киренского, 43",56.0106629,92.8004823,9:00-20:00,"43, улица Академика Киренского, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
71,Россия   Красноярский   Красноярск  Россия  Красноярск  улица Микуцкого  12,"Красноярск,        улица Микуцкого, 12",56.1188254,92.9228035,10:00-20:00,"12, улица Микуцкого, микрорайон Солнечный, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660119, Россия"
72,ул. Щорса  62,"Красноярск, улица Щорса, 62",55.9904503,92.9471632,9:00-20:00,"62, улица Щорса, Первомайский, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660094, Россия"
73,ул. Александра Матросова  32,"Красноярск, улица Александра Матросова, 32",55.977329,92.8852404,9:00-18:00,"32, улица Александра Матросова, ХМЗ, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660079, Россия"
74,ул. Мичурина  8,"Красноярск, улица Мичурина, 8",56.0075938,92.9629156,9:00-20:00,"8, улица Мичурина, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
75,ул. Академика Вавилова  37Д,"Красноярск, улица Академика Вавилова, 37Д",55.9981181,92.9407919,9:00-20:00,"37Д, улица Академика Вавилова, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660025, Россия"
76,Новосибирская ул.  5,"Красноярск, Новосибирская улица, 5",56.0176404,92.8229096,9:00-20:00,"5, Новосибирская улица, ЖК ""Кристалл"", Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
77,6-Я Полярная ул.  2А,"Красноярск, 6-Я Полярная улица, 2А",56.0320968,92.9017593,9:00-20:00,"2А, 6-я Полярная улица, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660020, Россия"
78,ул. Калинина  18,"Красноярск, улица Калинина, 18",56.0335038,92.8148434,9:00-20:00,"18, улица Калинина, Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660048, Россия"
79,Норильская ул.  16Ж,"Красноярск, Норильская улица, 16Ж",56.0573388,92.7150086,10:00-21:00,"16Ж, Норильская улица, Мясокомбинат, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660115, Россия"
80,ул. Тотмина  21А,"Красноярск, улица Тотмина, 21А",56.0358583,92.7712733,9:00-20:00,"21А, улица Тотмина, Северо-западный, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
81,ул. Лесников  д. 25,"Красноярск, улица Лесников, 25",55.9830274,92.8032071,9:00-20:00,"25, улица Лесников, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660006, Россия"
82,ул. Тельмана  26,"Красноярск, улица Тельмана, 26",56.057696,92.9784023,9:00-20:00,"26, улица Тельмана, Зелёная роща, 2-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660055, Россия"
83,ул. Сады  2К,"Красноярск, улица Сады, 2К",56.0167412,92.7672977,9:00-20:00,"2К, улица Сады, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660130, Россия"
84,ул. Тургенева  37,"Красноярск, улица Тургенева, 37",55.968545,92.9281925,9:00-20:00,"37, улица Тургенева, Торгашино, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660052, Россия"
85,ул. Весны  5,"Красноярск, улица Весны, 5",56.0390241,92.905822,9:00-20:00,"5, улица Весны, Взлётка, 3-ий микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
86,Норильская ул.  8Б,"Красноярск, Норильская улица, 8Б",56.0579501,92.7212328,9:00-20:00,"8Б, Норильская улица, Мясокомбинат, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660115, Россия"
87,ул. Железнодорожников  16,"Красноярск, улица Железнодорожников, 16",56.0205654,92.8440183,9:00-20:00,"16, улица Железнодорожников, Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
88,ул. Академика Павлова  48,"Красноярск, улица Академика Павлова, 48",55.9950198,92.948491,9:00-20:00,"48, улица Академика Павлова, Первомайский, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660094, Россия"
89,ул. Королёва  1А,"Красноярск, улица Королёва, 1А",55.9882079,92.8970981,9:00-20:00,"1А, улица Королёва, Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
90,ул. Алексеева  21,"Красноярск, улица Алексеева, 21",56.0524568,92.9166982,9:00-20:00,"21, улица Алексеева, Иннокентьевский, Иннокентьевский, 6-й микрорайон, Взлётка, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
91,ул. Воронова  12,"Красноярск, улица Воронова, 12",56.0621346,92.9526773,9:00-20:00,"12Д, улица Воронова, Зелёная роща, 10-й микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660131, Россия"
92,Краснодарская ул.  20,"Красноярск, Краснодарская улица, 20",56.0486255,92.9408094,9:00-20:00,"20, Краснодарская улица, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660005, Россия"
93,Семафорная ул.  441,"Красноярск, Семафорная улица, 441",55.9998561,92.9533357,9:00-20:00,"441, Семафорная улица, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
94,Краснодарская ул.  40/5,"Красноярск, Краснодарская улица, 40/5",56.053333,92.9393161,9:00-20:00,"40/5, Краснодарская улица, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
95,ул. Академика Киренского  32,"Красноярск, улица Академика Киренского, 32",56.0000559,92.800525,9:00-20:00,"32, улица Академика Киренского, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
96,Ульяновский Проспект  8А,"Красноярск, Ульяновский Проспект, 8А",56.0510058,92.9805783,9:00-20:00,"8А, Ульяновский проспект, Зеленая роща, 7-ой микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660111, Россия"
97,Амурская ул.  16Г,"Красноярск, Амурская улица, 16Г",55.9896038,93.0192482,9:00-20:00,"16Г, Амурская улица, Черемушки, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660046, Россия"
98,ул. Парусная  д. 7,"Красноярск, улица Парусная, 7",55.9992738,92.9034811,9:00-20:00,"7, Парусная улица, Жилой район «Южный Берег», Свердловский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660064, Россия"
99,ул. Крупской  34Г,"Красноярск, улица Крупской, 34Г",56.0259528,92.7789729,9:00-20:00,"34Г, улица Крупской, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660062, Россия"
100,ул. Железнодорожников  22Д,"Красноярск, улица Железнодорожников, 22Д",56.0251828,92.8416495,9:00-20:00,"22Д, улица Железнодорожников, Железнодорожный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
101,Проспект Им.Газеты Красноярский Рабочий  68А,"Красноярск, Проспект Имени Газеты Красноярский Рабочий, 68А",56.0121784,92.9660518,9:00-20:00,"68А, проспект имени газеты Красноярский Рабочий, Ленинский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
102,ул. Академика Павлова  47А,"Красноярск, улица Академика Павлова, 47А",55.9916587,92.9446257,9:00-20:00,"47А, улица Академика Павлова, Первомайский, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660094, Россия"
103,Норильская ул.  42,"Красноярск, Норильская улица, 42",56.0577481,92.704435,9:00-20:00,"42, Норильская улица, Мясокомбинат, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660115, Россия"
104,Проспект Имени Газеты Красноярский Рабочий  67А,"Красноярск, Проспект Имени Газеты Красноярский Рабочий, 67А",56.0059715,92.9498771,9:00-20:00,"67А, проспект имени газеты Красноярский Рабочий, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660059, Россия"
105,ул. Елены Стасовой  48А,"Красноярск, улица Елены Стасовой, 48А",56.0232734,92.732813,9:00-20:00,"48А, улица Елены Стасовой, Чистый микрорайон, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
106,ул. Академика Киренского  2И,"Красноярск, улица Академика Киренского, 2И",55.9933397,92.7730131,9:00-20:00,"2И, улица Академика Киренского, Гремячий лог, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
107,Россия   Красноярский   Красноярск  Мужества  10,"Красноярск,      Мужества, 10",56.0345869,92.884323,10:00-20:00,"Зеленый, 10, улица Мужества, Покровка, Центральный район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660020, Россия"
108,Апрельская ул.  4,"Красноярск, Апрельская улица, 4",55.9920016,92.9845824,9:00-20:00,"4, Апрельская улица, Суворовский, Кировский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660050, Россия"
109,Новосибирская ул.  56,"Красноярск, Новосибирская улица, 56",56.0181663,92.8079514,9:00-20:00,"56, Новосибирская улица, Октябрьский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660000, Россия"
110,Проспект 60 Лет Образования Ссср  38К,"Красноярск, Проспект 60 Лет Образования Ссср, 38К",56.1142827,92.9109113,9:00-20:00,"38К, проспект 60 лет Образования СССР, 4-й микрорайон, Солнечный микрорайон, Советский район, Красноярск, городской округ Красноярск, Красноярский край, Сибирский федеральный округ, 660132, Россия"
